time,site_id,p_ac_kw,p_ac_ph1_kw,p_ac_ph2_kw,p_ac_ph3_kw,e_exported_kwh,e_imported_kwh,e_net_kwh,v_ph1_n_v,v_ph2_n_v,v_ph3_n_v,v_ph1_ph2_v,v_ph2_ph3_v,v_ph3_ph1_v,i_ph1_a,i_ph2_a,i_ph3_a,freq_hz,power_factor,power_factor_ph1,power_factor_ph2,power_factor_ph3,q_kvar,q_ph1_kvar,q_ph2_kvar,q_ph3_kvar,q_total_kvarh,quality
2025-03-24 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12.771024349750002,,,,8.500000000029107,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1369.770489,,,,1343.3000000000175,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6296.679402499997,,,,6234.199999999982,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9638.22738166667,,,,9617.799999999988,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12913.976766666663,,,,12776.00000000003,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7592.332446666669,,,,7647.800000000018,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6918.038925833333,,,,6888.699999999953,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5016.565330833334,,,,5038.800000000032,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3263.7765616666666,,,,3264.899999999965,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3401.600796666667,,,,3418.199999999997,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2101.7588475,,,,2108.399999999965,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1689.9918749999997,,,,1701.7000000000548,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,492.9997869166667,,,,500.4999999999709,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,35.28836985308334,,,,35.19999999996798,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-25 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,28.583323078333336,,,,24.400000000023287,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1312.9909469166669,,,,1291.8000000000175,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5902.067391666667,,,,5812.100000000021,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12068.087881666666,,,,12185.699999999953,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16858.73715833333,,,,16812.900000000052,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19231.452283333332,,,,19234.099999999962,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15199.08201916667,,,,15288.800000000017,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15310.9517175,,,,15179.200000000043,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16952.381866666667,,,,16834.29999999996,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17056.705840833336,,,,17204.800000000032,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13195.571708333331,,,,13137.90000000004,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7257.142389999998,,,,7332.1999999999825,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2134.9797968333337,,,,2174.800000000003,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,110.02802498166663,,,,112.2999999999447,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.1141880281666666,,,,0.100000000005821,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-26 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,35.881709166666674,,,,29.200000000011638,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1050.9407432500004,,,,1023.6999999999391,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5826.066460833333,,,,5805.1000000000495,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10052.91693416667,,,,10038.699999999952,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5579.2687375,,,,5541.400000000067,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14758.063525000005,,,,14793.899999999965,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19277.716516666667,,,,19269.699999999983,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19272.481600000003,,,,19344.800000000032,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19270.764625000003,,,,19113.600000000006,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17493.90544166667,,,,17668.79999999999,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13076.093666666668,,,,13024.00000000003,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7474.930296666662,,,,7497.899999999963,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2069.530700916667,,,,2100.799999999974,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,100.36855184040833,,,,98.30000000007567,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.0724660324666667,,,,0.100000000005821,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-27 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,28.727490488333334,,,,23.999999999985448,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1151.6519575000004,,,,1141.5999999999476,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4634.026483333334,,,,4613.799999999959,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3732.5258116666664,,,,3763.4000000000815,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2518.5598491666665,,,,2531.2000000000553,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2957.187848333334,,,,2925.8999999999505,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9561.593038333329,,,,9790.699999999937,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17556.953114166667,,,,17373.60000000002,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14444.242560833336,,,,14281.800000000017,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11118.473373333334,,,,11307.400000000009,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7475.083426666664,,,,7598.899999999994,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5242.204660833333,,,,5201.699999999939,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2891.3147925,,,,2884.6000000000786,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,192.54177645333334,,,,192.59999999997672,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.3532215058333334,,,,0.5000000000145529,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-28 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,60.55013264083333,,,,55,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1578.0699779999998,,,,1573,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6524.637719999999,,,,6500.300000000046,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12594.376149999993,,,,12514.899999999918,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17525.49214166667,,,,17573.60000000002,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16904.215298333325,,,,16738.39999999998,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17238.038718333333,,,,17044.300000000032,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16267.531141666668,,,,16403.699999999997,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3412.4693608333328,,,,3902.6000000000495,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-29 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-30 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1527.464,,,,164.0999999999768,,,,,,,,,,,,,,,,,,,,,,0
2025-03-30 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14918.632462000003,,,,14750.399999999936,,,,,,,,,,,,,,,,,,,,,,0
2025-03-30 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14013.063863333336,,,,14116.799999999988,,,,,,,,,,,,,,,,,,,,,,0
2025-03-30 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11216.183574999997,,,,11321.200000000026,,,,,,,,,,,,,,,,,,,,,,0
2025-03-30 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11534.276596666672,,,,11273.39999999998,,,,,,,,,,,,,,,,,,,,,,0
2025-03-30 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5860.594379999999,,,,5835.400000000067,,,,,,,,,,,,,,,,,,,,,,0
2025-03-30 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1855.9759464166668,,,,1917.500000000029,,,,,,,,,,,,,,,,,,,,,,0
2025-03-30 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,190.07153124750002,,,,192.79999999993015,,,,,,,,,,,,,,,,,,,,,,0
2025-03-30 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.47532061825,,,,0.400000000023284,,,,,,,,,,,,,,,,,,,,,,0
2025-03-30 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-30 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-30 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,90.01943372916668,,,,79.90000000002328,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1734.5895944166666,,,,1709.7999999999304,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6889.426818333333,,,,6865.200000000041,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12929.756566666667,,,,12936.89999999998,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17597.57018333333,,,,17601.09999999999,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19291.6368,,,,19264.60000000005,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19164.396655000004,,,,19194.599999999948,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19332.767525,,,,19049.10000000002,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19264.43135,,,,19287.899999999994,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16839.582299166665,,,,17194.600000000006,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13076.085724999999,,,,12966.700000000012,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7799.992681666665,,,,7765.799999999928,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2254.713706666667,,,,2294.3000000000175,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,197.50626423666665,,,,201.10000000012224,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.36883997241666655,,,,0.1999999999970899,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-03-31 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,105.23673082083334,,,,98.89999999995052,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1442.4425891666672,,,,1426.7999999999306,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4680.354031666667,,,,4615.800000000105,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11153.877568333333,,,,10966.799999999957,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17848.463225,,,,17898.89999999998,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19271.567241666668,,,,19087.39999999992,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19280.373291666663,,,,19334.000000000073,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19271.851116666665,,,,19331.800000000032,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19274.400100000003,,,,19267,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18492.568866666672,,,,18463.499999999894,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14231.899508333336,,,,14216.000000000044,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,8510.5298525,,,,8532.100000000066,,,,,,,,,,,,,,,,,,,,,,0
2025-04-01 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2761.88066,,,,2817.6999999999534,,,,,,,,,,,,,,,,,,,,,,0
